model,fold,index,pred,true,adduct_type,adduct_code,class_code
GNN,0,332,162.82637540687836,160.32265,[M-H]-,1,9.0
GNN,0,333,169.88118705612092,168.98476,[M+Na-2H]-,0,5.0
GNN,0,334,164.96012170699433,166.02145,[M+Na-2H]-,0,2.0
GNN,0,335,161.2186113071786,161.40268,[M-H]-,1,2.0
GNN,0,336,137.26265279089972,136.82397,[M-H]-,1,3.0
GNN,0,337,136.84037298225073,136.8308,[M-H]-,1,3.0
GNN,0,338,164.3343779912244,163.77637,[M-H]-,1,2.0
GNN,0,339,150.89179476113367,149.33076,[M+Na-2H]-,0,3.0
GNN,0,340,135.02667099578562,134.25232,[M-H]-,1,3.0
GNN,0,341,204.3112898881927,202.80794,[M-H]-,1,5.0
GNN,0,342,141.43898251268138,140.24918,[M-H]-,1,3.0
GNN,0,343,170.67506464013385,168.988,[M-H]-,1,3.0
GNN,0,344,146.50177616214694,143.98743,[M-H]-,1,5.0
GNN,0,345,160.80820239476665,162.82222,[M-H]-,1,3.0
GNN,0,346,276.5103065859789,276.00293,[M-H]-,1,6.0
GNN,0,347,119.87741685252531,116.910034,[M-H]-,1,3.0
GNN,0,348,162.45602490205997,161.58936,[M+Na-2H]-,0,2.0
GNN,0,349,142.1202226298321,141.51111,[M-H]-,1,5.0
GNN,0,350,271.75917884959273,272.17212,[M-H]-,1,4.0
GNN,0,351,159.35810863129373,157.8416,[M-H]-,1,5.0
GNN,0,352,144.73038962149676,143.967,[M-H]-,1,5.0
GNN,0,353,125.09166674258351,124.233116,[M-H]-,1,6.0
GNN,0,354,135.71707753859786,134.0575,[M-H]-,1,6.0
GNN,0,355,129.1166638363694,129.34753,[M-H]-,1,6.0
GNN,0,356,151.32668299452183,149.93031,[M-H]-,1,3.0
GNN,0,357,130.86684085191243,129.61472,[M-H]-,1,5.0
GNN,0,358,163.98547304621886,161.98016,[M+Na-2H]-,0,2.0
GNN,0,359,119.48063329746257,118.2492,[M-H]-,1,3.0
GNN,0,360,127.07092675501488,127.46003,[M-H]-,1,3.0
GNN,0,361,124.600712361879,124.300674,[M-H]-,1,1.0
GNN,0,362,137.50182459132847,138.17738,[M-H]-,1,1.0
GNN,0,363,146.62861576576205,146.84285,[M-H]-,1,1.0
GNN,0,364,150.70584761175496,151.17133,[M-H]-,1,3.0
GNN,0,365,211.38197564379325,211.80617,[M-H]-,1,1.0
GNN,0,366,133.01253124994497,130.9163,[M-H]-,1,5.0
GNN,0,367,160.65159945820236,159.51553,[M+Na-2H]-,0,5.0
GNN,0,368,145.57449148572906,145.27539,[M-H]-,1,0.0
GNN,0,369,151.25035775801226,150.90128,[M+Na-2H]-,0,5.0
GNN,0,370,206.53785901457482,207.623,[M-H]-,1,3.0
GNN,0,371,113.30218634046994,112.69233,[M-H]-,1,6.0
GNN,0,372,124.79528742825698,122.02404,[M-H]-,1,3.0
GNN,0,373,138.47825828828448,138.82175,[M-H]-,1,6.0
GNN,0,374,336.20702616479787,334.30127,[M-H]-,1,6.0
GNN,0,375,123.61675918809023,123.36,[M-H]-,1,1.0
GNN,0,376,123.80581417074671,124.87,[M-H]-,1,3.0
GNN,0,377,128.36189520549237,129.03,[M-H]-,1,3.0
GNN,0,378,132.34983715005563,133.82,[M-H]-,1,3.0
GNN,0,379,132.61179164682991,133.9,[M-H]-,1,1.0
GNN,0,380,134.44159783836648,135.42,[M-H]-,1,3.0
GNN,0,381,132.0041374649719,135.79,[M-H]-,1,6.0
GNN,0,382,133.8043054490917,136.77,[M-H]-,1,3.0
GNN,0,383,136.37832317332038,136.87,[M-H]-,1,6.0
GNN,0,384,139.5303930686368,140.02,[M-H]-,1,3.0
GNN,0,385,137.62074614678963,140.55,[M-H]-,1,5.0
GNN,0,386,141.58802448612488,141.7,[M-H]-,1,1.0
GNN,0,387,142.1695409023985,144.27,[M-H]-,1,3.0
GNN,0,388,143.24340429420656,144.6,[M-H]-,1,6.0
GNN,0,389,147.81390620936855,148.3,[M-H]-,1,6.0
GNN,0,390,147.89775276036315,148.33,[M-H]-,1,1.0
GNN,0,391,148.89281781762804,149.87,[M-H]-,1,1.0
GNN,0,392,152.12936365582493,153.72,[M-H]-,1,6.0
GNN,0,393,154.0091978693144,158.01,[M-H]-,1,3.0
GNN,0,394,164.5709889293516,164.95,[M-H]-,1,3.0
GNN,0,395,167.3417101562443,167.46,[M-H]-,1,1.0
GNN,0,396,181.06585693084958,180.67,[M-H]-,1,6.0
GNN,0,397,191.63372709058774,191.2,[M-H]-,1,6.0
GNN,0,398,195.90082921844146,195.34,[M-H]-,1,6.0
GNN,0,399,201.13433430963815,200.93,[M-H]-,1,9.0
GNN,0,400,201.2731239400786,202.35,[M-H]-,1,6.0
GNN,0,401,123.9597047140776,124.5,[M-H]-,1,6.0
GNN,0,402,131.87879582504647,132.51,[M-H]-,1,6.0
GNN,0,403,137.14675248657952,140.12,[M-H]-,1,6.0
GNN,0,404,133.93231569308742,136.03,[M-H]-,1,6.0
GNN,0,405,147.45744584253805,149.87,[M-H]-,1,5.0
GNN,0,406,157.0828895529072,159.72,[M-H]-,1,6.0
GNN,0,407,150.21773746522553,150.54,[M-H]-,1,6.0
GNN,0,408,187.2082628938822,189.35,[M-H]-,1,6.0
GNN,0,409,198.87197027864897,199.57,[M-H]-,1,6.0
GNN,0,410,336.20702616479787,338.98,[M-H]-,1,6.0
GNN,0,411,134.1768379054419,133.68,[M-H]-,1,1.0
GNN,0,412,173.17639623750225,174.4,[M-H]-,1,3.0
GNN,0,413,191.89647512991195,191.59,[M-H]-,1,5.0
GNN,0,414,196.5119515720123,195.81,[M-H]-,1,6.0
GNN,0,415,188.8084544187136,188.31,[M-H]-,1,6.0
GNN,0,416,133.97051226383337,134.32,[M-H]-,1,3.0
GNN,0,417,201.07862004838873,202.65,[M-H]-,1,5.0
GNN,0,418,186.01142688835765,184.55,[M-H]-,1,3.0
GNN,0,419,121.47092656840417,120.87,[M-H]-,1,5.0
GNN,0,420,133.75582286051946,135.16,[M-H]-,1,3.0
GNN,0,421,115.83939149166825,117.7,[M-H]-,1,6.0
GNN,0,422,119.31464781684406,118.8,[M-H]-,1,3.0
GNN,0,423,120.92123958983534,119.84,[M-H]-,1,3.0
GNN,0,424,120.01857048865172,120.65,[M-H]-,1,3.0
GNN,0,425,119.31464781684406,120.68,[M-H]-,1,3.0
GNN,0,426,122.83396258432676,122.2,[M-H]-,1,5.0
GNN,0,427,122.59172710750897,124.06,[M-H]-,1,6.0
GNN,0,428,124.89819863685359,124.3,[M-H]-,1,3.0
GNN,0,429,122.7968177914618,124.36,[M-H]-,1,6.0
GNN,0,430,123.22278290831663,124.43,[M-H]-,1,3.0
GNN,0,431,123.65044953214596,124.67,[M-H]-,1,3.0
GNN,0,432,124.86367810942012,125.2,[M-H]-,1,6.0
GNN,0,433,125.0521008071361,125.6,[M-H]-,1,5.0
GNN,0,434,122.1274803488303,125.73,[M-H]-,1,6.0
GNN,0,435,122.14365003231451,126.38,[M-H]-,1,6.0
GNN,0,436,126.25840195965283,127.08,[M-H]-,1,6.0
GNN,0,437,126.12625864155089,127.65,[M-H]-,1,5.0
GNN,0,438,129.6503780662399,127.82,[M-H]-,1,5.0
GNN,0,439,127.46590102978249,128.37,[M-H]-,1,5.0
GNN,0,440,126.68702815144559,128.39,[M-H]-,1,6.0
GNN,0,441,128.7220986333769,129.49,[M-H]-,1,3.0
GNN,0,442,127.96766772895894,130.03,[M-H]-,1,6.0
GNN,0,443,128.63226382876715,130.03,[M-H]-,1,3.0
GNN,0,444,129.1949345629169,130.67,[M-H]-,1,6.0
GNN,0,445,129.80412962983783,130.8,[M-H]-,1,3.0
GNN,0,446,131.7635904109275,130.97,[M-H]-,1,6.0
GNN,0,447,130.26400651122856,131.44,[M-H]-,1,3.0
GNN,0,448,131.5256168781943,131.88,[M-H]-,1,3.0
GNN,0,449,130.6603773601435,132.11,[M-H]-,1,3.0
GNN,0,450,131.85113430941857,132.38,[M-H]-,1,3.0
GNN,0,451,134.50308863114213,133.43,[M-H]-,1,5.0
GNN,0,452,135.41878814398518,133.98,[M-H]-,1,3.0
GNN,0,453,132.71323253845452,134.65,[M-H]-,1,3.0
GNN,0,454,133.75582286051946,135.16,[M-H]-,1,3.0
GNN,0,455,132.40261464493412,135.22,[M-H]-,1,1.0
GNN,0,456,133.66361425144856,135.36,[M-H]-,1,1.0
GNN,0,457,133.01253124994497,135.7,[M-H]-,1,5.0
GNN,0,458,135.9310903976962,136.62,[M-H]-,1,6.0
GNN,0,459,135.57613573394607,137.3,[M-H]-,1,6.0
GNN,0,460,135.7160947342562,137.54,[M-H]-,1,3.0
GNN,0,461,137.91409474282085,138.02,[M-H]-,1,1.0
GNN,0,462,135.15948074926172,138.47,[M-H]-,1,5.0
GNN,0,463,138.36153614847336,140.73,[M-H]-,1,3.0
GNN,0,464,138.7709493706355,140.75,[M-H]-,1,1.0
GNN,0,465,140.0037358303905,141.15,[M-H]-,1,3.0
GNN,0,466,137.3906174666235,144.27,[M-H]-,1,5.0
GNN,0,467,142.21778627175397,144.83,[M-H]-,1,1.0
GNN,0,468,143.70076551094917,145.44,[M-H]-,1,3.0
GNN,0,469,145.47215128063942,145.75,[M-H]-,1,1.0
GNN,0,470,145.0834175417651,145.75,[M-H]-,1,5.0
GNN,0,471,144.90106307515455,148.23,[M-H]-,1,1.0
GNN,0,472,152.51267516256678,151.37,[M-H]-,1,5.0
GNN,0,473,153.1262785097589,153.22,[M-H]-,1,5.0
GNN,0,474,153.56860692734105,153.65,[M-H]-,1,1.0
GNN,0,475,153.68108115908237,154.1,[M-H]-,1,3.0
GNN,0,476,155.51601539092135,155.6,[M-H]-,1,3.0
GNN,0,477,163.32210261223108,163.7,[M-H]-,1,3.0
GNN,0,478,163.32581241588585,164.24,[M-H]-,1,3.0
GNN,0,479,167.3473224391263,169.07,[M-H]-,1,3.0
GNN,0,480,171.296328028648,172.05,[M-H]-,1,1.0
GNN,0,481,185.97420426193653,187.07,[M-H]-,1,3.0
GNN,0,482,190.66185475446218,191.87,[M-H]-,1,3.0
GNN,0,483,207.01297112816704,208.41,[M-H]-,1,2.0
GNN,0,484,247.5981502226409,249.7,[M-H]-,1,6.0
GNN,0,485,252.69297765300968,253.05,[M-H]-,1,1.0
GNN,0,486,297.14774901166606,298.97,[M-H]-,1,3.0
GNN,0,487,125.34776082941157,127.92,[M-H]-,1,5.0
GNN,0,488,130.79364583531185,130.56,[M-H]-,1,9.0
GNN,0,489,131.83785030535918,131.2,[M-H]-,1,1.0
GNN,0,490,137.85149018224246,138.71,[M-H]-,1,1.0
GNN,0,491,143.98054045110095,144.74,[M-H]-,1,6.0
GNN,0,492,157.20639369344104,156.91,[M-H]-,1,1.0
GNN,0,493,160.98081853414445,159.96,[M-H]-,1,9.0
GNN,0,494,161.4359786354432,162.33,[M-H]-,1,9.0
GNN,0,495,164.43465716414258,164.13,[M-H]-,1,9.0
GNN,0,496,163.74808338348126,164.24,[M-H]-,1,9.0
GNN,0,497,162.82637540687836,165.92,[M-H]-,1,9.0
GNN,0,498,167.23421767764174,167.33,[M-H]-,1,9.0
GNN,0,499,169.49597969256533,168.8,[M-H]-,1,9.0
GNN,0,500,168.78267253739244,169.04,[M-H]-,1,9.0
GNN,0,501,171.37914496211852,170.41,[M-H]-,1,9.0
GNN,0,502,172.379802034903,172.92,[M-H]-,1,9.0
GNN,0,503,173.84295947485433,174.6,[M-H]-,1,9.0
GNN,0,504,174.54309532710238,175.17,[M-H]-,1,9.0
GNN,0,505,177.42606832302292,178.49,[M-H]-,1,9.0
GNN,0,506,190.85842861769484,191.66,[M-H]-,1,9.0
GNN,0,507,198.14265203228453,198.33,[M-H]-,1,9.0
GNN,0,508,202.4316206097422,202.52,[M-H]-,1,9.0
GNN,0,509,216.57999549820968,217.23,[M-H]-,1,9.0
GNN,0,510,218.4181454822271,217.33,[M-H]-,1,9.0
GNN,0,511,233.19007795783904,235.49,[M-H]-,1,9.0
GNN,0,512,133.92544155751895,134.35,[M-H]-,1,1.0
GNN,0,513,132.65381335097945,132.44,[M-H]-,1,1.0
GNN,0,514,164.34794477247274,163.98,[M-H]-,1,1.0
GNN,0,515,164.39211267885352,164.08,[M-H]-,1,1.0
GNN,0,516,158.19463744602524,158.68,[M-H]-,1,1.0
GNN,0,517,149.45063998514914,149.26,[M-H]-,1,1.0
GNN,0,518,162.62643138463747,163.88,[M-H]-,1,2.0
GNN,0,519,164.56410023359794,165.62,[M-H]-,1,2.0
GNN,0,520,165.01800699059118,166.26,[M-H]-,1,2.0
GNN,0,521,165.38936127329666,167.03,[M-H]-,1,2.0
GNN,0,522,169.72116092490575,170.38,[M-H]-,1,5.0
GNN,0,523,169.8022397066624,171.03,[M-H]-,1,2.0
GNN,0,524,172.95146414443073,172.29,[M-H]-,1,2.0
GNN,0,525,172.61595630739035,173.83,[M-H]-,1,2.0
GNN,0,526,172.79108123587312,174.57,[M-H]-,1,2.0
GNN,0,527,176.4681840704463,175.07,[M-H]-,1,2.0
GNN,0,528,174.4464291554145,175.33,[M-H]-,1,2.0
GNN,0,529,185.0769527148948,186.87,[M-H]-,1,2.0
GNN,0,530,185.97032152254283,192.16,[M-H]-,1,5.0
GNN,0,531,191.2739550750634,198.86,[M-H]-,1,2.0
GNN,0,532,200.6117548036191,200.77,[M-H]-,1,2.0
GNN,0,533,218.36157221505417,219.14,[M-H]-,1,2.0
GNN,0,534,248.98136626002696,259.22,[M-H]-,1,2.0
GNN,0,535,120.50537855203945,122.3,[M-H]-,1,6.0
GNN,0,536,125.07076153979236,124.5,[M-H]-,1,6.0
GNN,0,537,150.24793725463556,151.64,[M-H]-,1,2.0
GNN,0,538,155.3991219606925,157.04,[M-H]-,1,2.0
GNN,0,539,152.79337296232325,154.13,[M-H]-,1,2.0
GNN,0,540,155.8100167959425,160.19,[M-H]-,1,2.0
GNN,0,541,157.80248465840003,160.57,[M-H]-,1,2.0
GNN,0,542,160.16928434963376,160.46,[M-H]-,1,2.0
GNN,0,543,159.9634896921657,162.13,[M-H]-,1,2.0
GNN,0,544,159.46620144890773,161.7,[M-H]-,1,2.0
GNN,0,545,162.79038951966925,164.38,[M-H]-,1,2.0
GNN,0,546,160.11354603001274,161.36,[M-H]-,1,2.0
GNN,0,547,168.25944098567905,170.34,[M-H]-,1,2.0
GNN,0,548,168.0551776653448,166.93,[M-H]-,1,2.0
GNN,0,549,120.98162035513377,122.42,[M-H]-,1,6.0
GNN,0,550,156.7081776874203,156.13,[M-H]-,1,3.0
GNN,0,551,180.46063926217997,180.63,[M-H]-,1,3.0
GNN,0,552,182.8587935791786,183.11,[M-H]-,1,3.0
GNN,0,553,182.72632951096236,183.18,[M-H]-,1,3.0
GNN,0,554,185.37999455486894,184.1,[M-H]-,1,3.0
GNN,0,555,185.39035224552816,184.63,[M-H]-,1,3.0
GNN,0,556,185.37999455486894,184.82,[M-H]-,1,3.0
GNN,0,557,185.39035224552816,185.0,[M-H]-,1,3.0
GNN,0,558,186.01063290684866,185.07,[M-H]-,1,3.0
GNN,0,559,187.05590035370608,187.2,[M-H]-,1,3.0
GNN,0,560,187.56327665897297,187.44,[M-H]-,1,3.0
GNN,0,561,186.9522813801954,187.6,[M-H]-,1,3.0
GNN,0,562,193.3222448788402,192.06,[M-H]-,1,3.0
GNN,0,563,192.8830495523492,194.0,[M-H]-,1,3.0
GNN,0,564,195.46172192304772,194.44,[M-H]-,1,3.0
GNN,0,565,195.11864815538414,194.77,[M-H]-,1,3.0
GNN,0,566,201.3232418063655,201.1,[M-H]-,1,3.0
GNN,0,567,154.63287729375514,154.96,[M-H]-,1,3.0
GNN,0,568,165.0735607348802,165.59,[M-H]-,1,3.0
GNN,0,569,167.9217610204715,167.86,[M-H]-,1,3.0
GNN,0,570,169.09086352465977,169.17,[M-H]-,1,3.0
GNN,0,571,172.55200601877874,173.49,[M-H]-,1,3.0
GNN,0,572,175.21226213904524,175.37,[M-H]-,1,3.0
GNN,0,573,175.58982817409532,176.07,[M-H]-,1,3.0
GNN,0,574,177.0118441497461,177.95,[M-H]-,1,3.0
GNN,0,575,182.16175828109573,182.21,[M-H]-,1,3.0
GNN,0,576,182.94132670860031,182.64,[M-H]-,1,3.0
GNN,0,577,183.76336141651615,182.38,[M-H]-,1,3.0
GNN,0,578,184.5402405861461,183.95,[M-H]-,1,3.0
GNN,0,579,185.17529601866252,186.36,[M-H]-,1,3.0
GNN,0,580,190.68426935043783,191.12,[M-H]-,1,3.0
GNN,0,581,190.2170287434142,190.92,[M-H]-,1,3.0
GNN,0,582,199.3409071119466,200.57,[M-H]-,1,3.0
GNN,0,583,131.42926969651938,134.23,[M-H]-,1,5.0
GNN,0,584,140.93912481429308,139.3,[M-H]-,1,5.0
GNN,0,585,140.89596578554125,139.3,[M-H]-,1,5.0
GNN,0,586,140.93912481429308,140.85,[M-H]-,1,5.0
GNN,0,587,140.89596578554125,141.66,[M-H]-,1,5.0
GNN,0,588,144.08049519744932,145.5,[M-H]-,1,5.0
GNN,0,589,145.0834175417651,145.88,[M-H]-,1,5.0
GNN,0,590,145.62232369140355,146.8,[M-H]-,1,5.0
GNN,0,591,145.97699615337544,148.02,[M-H]-,1,5.0
GNN,0,592,146.26729718351982,149.16,[M-H]-,1,5.0
GNN,0,593,159.7508829464389,157.51,[M-H]-,1,5.0
GNN,0,594,166.81125813042573,166.93,[M-H]-,1,5.0
GNN,0,595,179.7668217269326,167.86,[M-H]-,1,5.0
GNN,0,596,169.42418387978557,168.47,[M-H]-,1,5.0
GNN,0,597,179.7668217269326,170.23,[M-H]-,1,5.0
GNN,0,598,175.61424023440247,172.6,[M-H]-,1,5.0
GNN,0,599,176.02736675719888,172.63,[M-H]-,1,5.0
GNN,0,600,177.59050890919508,178.23,[M-H]-,1,5.0
GNN,0,601,177.765868051337,178.97,[M-H]-,1,5.0
GNN,0,602,178.36246571527334,179.27,[M-H]-,1,5.0
GNN,0,603,176.02736675719888,180.77,[M-H]-,1,5.0
GNN,0,604,181.60296163105616,181.54,[M-H]-,1,5.0
GNN,0,605,185.97263821064763,187.07,[M-H]-,1,5.0
GNN,0,606,209.70369960834188,194.74,[M-H]-,1,5.0
GNN,0,607,198.420699070973,197.59,[M-H]-,1,5.0
GNN,0,608,201.97153530096895,202.78,[M-H]-,1,5.0
GNN,0,609,202.55915412722248,202.92,[M-H]-,1,5.0
GNN,0,610,202.69104284779922,203.52,[M-H]-,1,5.0
GNN,0,611,179.7668217269326,205.9,[M-H]-,1,5.0
GNN,0,612,210.48007392760144,208.38,[M-H]-,1,5.0
GNN,0,613,211.65468629560914,212.03,[M-H]-,1,2.0
GNN,0,614,210.48007392760144,213.01,[M-H]-,1,5.0
GNN,0,615,220.61152999146194,221.08,[M-H]-,1,5.0
GNN,0,616,209.70369960834188,223.26,[M-H]-,1,5.0
GNN,0,617,223.82560546096093,226.67,[M-H]-,1,5.0
GNN,0,618,240.47702225748097,240.89,[M-H]-,1,5.0
GNN,0,619,247.99300377670244,247.29,[M-H]-,1,5.0
GNN,0,620,274.90071050323263,274.27,[M-H]-,1,5.0
GNN,0,621,285.4659429755773,286.2,[M-H]-,1,5.0
GNN,0,622,278.5081880924459,277.27,[M-H]-,1,5.0
GNN,0,623,278.5081880924459,279.97,[M-H]-,1,5.0
GNN,0,624,317.3662173498487,317.6,[M-H]-,1,5.0
GNN,0,625,200.1774497521701,200.33,[M-H]-,1,5.0
GNN,0,626,203.19425915647716,208.98,[M-H]-,1,5.0
GNN,0,627,205.3535844850377,204.63,[M-H]-,1,5.0
GNN,0,628,195.41199339719873,206.0,[M-H]-,1,5.0
GNN,0,629,205.3535844850377,205.1,[M-H]-,1,5.0
GNN,0,630,204.19037632721498,212.2,[M-H]-,1,5.0
GNN,0,631,217.89246911725527,219.31,[M-H]-,1,5.0
GNN,0,632,209.04105435560288,218.94,[M-H]-,1,6.0
GNN,0,633,203.19425915647716,206.57,[M-H]-,1,5.0
GNN,0,634,204.12923665116264,209.86,[M-H]-,1,5.0
GNN,0,635,205.3535844850377,211.06,[M-H]-,1,5.0
GNN,0,636,208.53245283423925,218.9,[M-H]-,1,3.0
GNN,0,637,211.91955509343396,221.75,[M-H]-,1,3.0
GNN,0,638,220.94441583986935,221.79,[M-H]-,1,6.0
GNN,0,639,206.6617688793072,218.8,[M-H]-,1,3.0
GNN,0,640,214.35416320043555,221.99,[M-H]-,1,6.0
GNN,0,641,119.87741685252531,121.85,[M-H]-,1,3.0
GNN,0,642,119.87741685252531,121.92,[M-H]-,1,3.0
GNN,0,643,124.87098583655514,127.11,[M-H]-,1,3.0
GNN,0,644,125.33582391408544,127.72,[M-H]-,1,3.0
GNN,0,645,129.82812775098657,131.47,[M-H]-,1,3.0
GNN,0,646,129.43053914828312,132.11,[M-H]-,1,3.0
GNN,0,647,135.94984765721574,132.24,[M-H]-,1,3.0
GNN,0,648,128.3028289693526,132.88,[M-H]-,1,3.0
GNN,0,649,126.7754281048001,133.51,[M-H]-,1,3.0
GNN,0,650,133.17105161326725,134.45,[M-H]-,1,3.0
GNN,0,651,133.17105161326725,135.59,[M-H]-,1,3.0
GNN,0,652,134.34021680454717,135.76,[M-H]-,1,3.0
GNN,0,653,135.96089591534192,136.66,[M-H]-,1,3.0
GNN,0,654,130.95877018997317,136.8,[M-H]-,1,3.0
GNN,0,655,136.9036191926586,137.87,[M-H]-,1,3.0
GNN,0,656,134.34021680454717,138.71,[M-H]-,1,3.0
GNN,0,657,138.3466114444406,139.51,[M-H]-,1,3.0
GNN,0,658,138.06973966404564,139.63,[M-H]-,1,3.0
GNN,0,659,136.36865395821187,140.07,[M-H]-,1,3.0
