model,fold,index,pred,true,adduct_type,adduct_code,class_code
GNN,0,511,285.77514876903007,284.66,[M+HCOO]-,1,5.0
GNN,0,512,291.18925222111005,290.34,[M+HCOO]-,1,5.0
GNN,0,513,290.287284323964,289.73,[M+HCOO]-,1,5.0
GNN,0,514,296.90861587081395,296.3,[M+HCOO]-,1,5.0
GNN,0,515,302.55148238475704,303.38,[M+HCOO]-,1,5.0
GNN,0,516,302.01033153478517,301.44,[M+HCOO]-,1,5.0
GNN,0,517,301.23897068531994,299.75,[M+HCOO]-,1,5.0
GNN,0,518,303.748051385881,303.33,[M+HCOO]-,1,5.0
GNN,0,519,307.41489184168773,308.73,[M+HCOO]-,1,5.0
GNN,0,520,306.7815128349285,306.96,[M+HCOO]-,1,5.0
GNN,0,521,305.5267921142046,305.63,[M+HCOO]-,1,5.0
GNN,0,522,304.5522876095917,304.85,[M+HCOO]-,1,5.0
GNN,0,523,287.65719444089046,287.29,[M+HCOO]-,1,5.0
GNN,0,524,299.00067313413234,298.07,[M+HCOO]-,1,5.0
GNN,0,525,298.68139640824353,298.16,[M+HCOO]-,1,5.0
GNN,0,526,301.8998373167659,302.85,[M+HCOO]-,1,5.0
GNN,0,527,300.8014168753253,301.95,[M+HCOO]-,1,5.0
GNN,0,528,263.11513287835066,263.84,[M-H]-,4,2.0
GNN,0,529,270.179172316217,271.66,[M-H]-,4,2.0
GNN,0,530,269.7251874348256,270.26,[M-H]-,4,2.0
GNN,0,531,267.26176823627185,268.96,[M-H]-,4,2.0
GNN,0,532,265.1086380345443,265.0,[M-H]-,4,5.0
GNN,0,533,274.7501117541617,275.3,[M-H]-,4,5.0
GNN,0,534,253.24815020803936,252.3,[M+CH3COO]-,0,1.0
GNN,0,535,255.40433772538083,252.9,[M+CH3COO]-,0,1.0
GNN,0,536,255.40433772538083,258.7,[M+CH3COO]-,0,1.0
GNN,0,537,232.6139698887247,229.1,[M-H]-,4,1.0
GNN,0,538,244.70513665198186,244.7,[M-H]-,4,1.0
GNN,0,539,244.70513665198186,245.3,[M-H]-,4,1.0
GNN,0,540,254.01895970323085,253.8,[M-H]-,4,0.0
GNN,0,541,254.01895970323085,254.4,[M-H]-,4,0.0
GNN,0,542,246.81761621496972,251.2,[M-H]-,4,0.0
GNN,0,543,249.5086836286999,247.2,[M-H]-,4,0.0
GNN,0,544,255.66918087326027,256.2,[M+HCOO]-,1,0.0
GNN,0,545,207.13131873077722,212.1,[M-H]-,4,2.0
GNN,0,546,207.22172334047352,208.6,[M-H]-,4,2.0
GNN,0,547,207.22172334047352,209.2,[M-H]-,4,2.0
GNN,0,548,209.97053087049386,211.6,[M-H]-,4,2.0
GNN,0,549,231.8824356883371,231.3,[M+HCOO]-,1,2.0
GNN,0,550,222.18460976699222,218.7,[M-CH3]-,3,2.0
GNN,0,551,222.18460976699222,222.9,[M-CH3]-,3,2.0
GNN,0,552,242.63224475387003,237.6,[M+HCOO]-,1,2.0
GNN,0,553,242.63224475387003,244.8,[M+HCOO]-,1,2.0
GNN,0,554,242.63224475387003,242.4,[M+HCOO]-,1,2.0
GNN,0,555,242.63224475387003,248.9,[M+HCOO]-,1,2.0
GNN,0,556,219.29310032495198,219.3,[M-CH3]-,3,2.0
GNN,0,557,219.29310032495198,219.9,[M-CH3]-,3,2.0
GNN,0,558,237.23722973351803,235.3,[M+HCOO]-,1,2.0
GNN,0,559,237.23722973351803,234.7,[M+HCOO]-,1,2.0
GNN,0,560,237.23722973351803,238.9,[M+HCOO]-,1,2.0
GNN,0,561,245.9411905440271,245.1,[M+HCOO]-,1,2.0
GNN,0,562,245.9411905440271,244.5,[M+HCOO]-,1,2.0
GNN,0,563,245.9411905440271,249.2,[M+HCOO]-,1,2.0
GNN,0,564,236.4410280508738,227.3,[M-CH3]-,3,2.0
GNN,0,565,236.4410280508738,247.0,[M-CH3]-,3,2.0
GNN,0,566,244.79227502022778,242.4,[M+HCOO]-,1,2.0
GNN,0,567,244.79227502022778,242.1,[M+HCOO]-,1,2.0
GNN,0,568,244.79227502022778,245.1,[M+HCOO]-,1,2.0
GNN,0,569,244.79227502022778,246.9,[M+HCOO]-,1,2.0
GNN,0,570,243.79448889623103,246.6,[M+HCOO]-,1,2.0
GNN,0,571,243.79448889623103,239.2,[M+HCOO]-,1,2.0
GNN,0,572,243.79448889623103,243.3,[M+HCOO]-,1,2.0
GNN,0,573,243.79448889623103,243.9,[M+HCOO]-,1,2.0
GNN,0,574,243.79448889623103,245.1,[M+HCOO]-,1,2.0
GNN,0,575,255.34058332563023,257.7,[M+HCOO]-,1,2.0
GNN,0,576,248.4473711337622,248.3,[M+HCOO]-,1,2.0
GNN,0,577,248.4172527378542,246.0,[M+HCOO]-,1,2.0
GNN,0,578,248.4172527378542,245.4,[M+HCOO]-,1,2.0
GNN,0,579,248.4172527378542,250.1,[M+HCOO]-,1,2.0
GNN,0,580,248.35839107876276,248.4,[M+HCOO]-,1,2.0
GNN,0,581,248.35839107876276,249.6,[M+HCOO]-,1,2.0
GNN,0,582,248.35839107876276,250.7,[M+HCOO]-,1,2.0
GNN,0,583,245.11645814976606,247.8,[M+HCOO]-,1,2.0
GNN,0,584,244.25767802634996,241.9,[M+HCOO]-,1,2.0
GNN,0,585,244.25767802634996,245.5,[M+HCOO]-,1,2.0
GNN,0,586,259.02391016559915,258.6,[M+HCOO]-,1,2.0
GNN,0,587,259.02391016559915,263.3,[M+HCOO]-,1,2.0
GNN,0,588,251.22494667563544,248.7,[M+HCOO]-,1,2.0
GNN,0,589,251.22494667563544,253.4,[M+HCOO]-,1,2.0
GNN,0,590,249.48739319536008,247.0,[M+HCOO]-,1,2.0
GNN,0,591,249.48739319536008,251.1,[M+HCOO]-,1,2.0
GNN,0,592,249.48739319536008,251.7,[M+HCOO]-,1,2.0
GNN,0,593,240.9598975456678,242.2,[M-CH3]-,3,2.0
GNN,0,594,247.2879776510921,247.0,[M+HCOO]-,1,2.0
GNN,0,595,247.2879776510921,248.2,[M+HCOO]-,1,2.0
GNN,0,596,253.61619007253157,255.5,[M+HCOO]-,1,2.0
GNN,0,597,214.53182963128395,230.4,[M-H]-,4,2.0
GNN,0,598,214.53182963128395,217.9,[M-H]-,4,2.0
GNN,0,599,214.53182963128395,210.1,[M-H]-,4,2.0
GNN,0,600,214.53182963128395,214.3,[M-H]-,4,2.0
GNN,0,601,204.86081001025394,208.4,[M-H]-,4,2.0
GNN,0,602,218.10133870926327,218.3,[M-CH3]-,3,2.0
GNN,0,603,217.11601632986685,218.1,[M-H]-,4,2.0
GNN,0,604,217.11601632986685,217.5,[M-H]-,4,2.0
GNN,0,605,217.11601632986685,216.9,[M-H]-,4,2.0
GNN,0,606,217.11601632986685,222.3,[M-H]-,4,2.0
GNN,0,607,215.88118881642973,215.3,[M-CH3]-,3,2.0
GNN,0,608,216.5178669319351,216.4,[M-H]-,4,2.0
GNN,0,609,216.5178669319351,214.6,[M-H]-,4,2.0
GNN,0,610,216.5178669319351,218.7,[M-H]-,4,2.0
GNN,0,611,216.5178669319351,219.3,[M-H]-,4,2.0
GNN,0,612,216.5178669319351,221.1,[M-H]-,4,2.0
GNN,0,613,211.4384763379331,212.2,[M-H]-,4,2.0
GNN,0,614,211.4384763379331,217.0,[M-H]-,4,2.0
GNN,0,615,223.32925318633104,220.9,[M-CH3]-,3,2.0
GNN,0,616,222.8379174157963,229.1,[M-H]-,4,2.0
GNN,0,617,222.7757294801837,222.7,[M-CH3]-,3,2.0
GNN,0,618,223.2555742527906,222.6,[M-H]-,4,2.0
GNN,0,619,223.2555742527906,226.1,[M-H]-,4,2.0
GNN,0,620,223.2555742527906,226.7,[M-H]-,4,2.0
GNN,0,621,220.7858300955977,223.8,[M-H]-,4,2.0
GNN,0,622,220.7858300955977,225.0,[M-H]-,4,2.0
GNN,0,623,234.5043220827778,236.2,[M+CH3COO]-,0,2.0
GNN,0,624,217.58302170721473,217.9,[M-H]-,4,2.0
GNN,0,625,217.58302170721473,217.3,[M-H]-,4,2.0
GNN,0,626,217.58302170721473,222.0,[M-H]-,4,2.0
GNN,0,627,217.58302170721473,223.2,[M-H]-,4,2.0
GNN,0,628,216.40547231179917,217.3,[M-H]-,4,2.0
GNN,0,629,216.40547231179917,221.5,[M-H]-,4,2.0
GNN,0,630,214.48747904600464,216.7,[M-H]-,4,2.0
GNN,0,631,214.48747904600464,219.1,[M-H]-,4,2.0
GNN,0,632,233.73630309458147,233.1,[M-CH3]-,3,2.0
GNN,0,633,229.37639991480336,235.9,[M-H]-,4,2.0
GNN,0,634,229.808284301011,233.0,[M-H]-,4,2.0
GNN,0,635,229.808284301011,234.7,[M-H]-,4,2.0
GNN,0,636,229.44797071138058,232.4,[M-H]-,4,2.0
GNN,0,637,223.45356157571283,222.9,[M-H]-,4,2.0
GNN,0,638,223.45356157571283,227.7,[M-H]-,4,2.0
GNN,0,639,223.45356157571283,228.0,[M-H]-,4,2.0
GNN,0,640,219.82865518995698,222.3,[M-H]-,4,2.0
GNN,0,641,219.82865518995698,221.8,[M-H]-,4,2.0
GNN,0,642,234.95860527871903,242.7,[M-H]-,4,2.0
GNN,0,643,209.41452489991855,208.6,[M-H]-,4,2.0
GNN,0,644,209.41452489991855,212.8,[M-H]-,4,2.0
GNN,0,645,209.41452489991855,213.4,[M-H]-,4,2.0
GNN,0,646,217.48988960499,216.1,[M-CH3]-,3,2.0
GNN,0,647,213.46632947284348,220.7,[M-H]-,4,2.0
GNN,0,648,220.87119036149323,222.7,[M-H]-,4,2.0
GNN,0,649,220.87119036149323,227.5,[M-H]-,4,2.0
GNN,0,650,217.1614136677168,221.1,[M-H]-,4,2.0
GNN,0,651,217.1614136677168,221.7,[M-H]-,4,2.0
GNN,0,652,216.211998573385,216.9,[M-H]-,4,2.0
GNN,0,653,216.211998573385,217.2,[M-H]-,4,2.0
GNN,0,654,225.2671006785159,228.5,[M-H]-,4,2.0
GNN,0,655,225.2671006785159,229.1,[M-H]-,4,2.0
GNN,0,656,222.09060942960002,221.1,[M-H]-,4,2.0
GNN,0,657,222.09060942960002,225.5,[M-H]-,4,2.0
GNN,0,658,222.09060942960002,226.1,[M-H]-,4,2.0
GNN,0,659,218.7988578841654,222.6,[M-H]-,4,2.0
GNN,0,660,227.60481630844387,230.6,[M-H]-,4,2.0
GNN,0,661,222.5727139529787,227.6,[M-H]-,4,2.0
GNN,0,662,225.6428160871756,231.6,[M-H]-,4,2.0
GNN,0,663,232.17588150658398,232.6,[M-H]-,4,2.0
GNN,0,664,232.17588150658398,236.7,[M-H]-,4,2.0
GNN,0,665,232.12570449483565,233.8,[M-H]-,4,2.0
GNN,0,666,237.18036512747108,244.2,[M-H]-,4,2.0
GNN,0,667,236.22620987163313,241.2,[M-H]-,4,2.0
GNN,0,668,244.73689393377373,244.9,[M+CH3COO]-,0,2.0
GNN,0,669,245.58434918348743,248.2,[M-CH3]-,3,2.0
GNN,0,670,246.4318607953651,248.1,[M-H]-,4,2.0
GNN,0,671,243.693094415167,246.6,[M-H]-,4,2.0
GNN,0,672,239.00779150376988,245.2,[M-H]-,4,2.0
GNN,0,673,239.71364105773733,241.0,[M-H]-,4,2.0
GNN,0,674,239.71364105773733,244.0,[M-H]-,4,2.0
GNN,0,675,217.71931580165813,223.3,[M-H]-,4,2.0
GNN,0,676,223.5222081761486,227.7,[M-H]-,4,2.0
GNN,0,677,221.50405155330216,228.3,[M-H]-,4,2.0
GNN,0,678,238.56657707383698,246.1,[M-H]-,4,2.0
GNN,0,679,235.82379213582044,242.6,[M-H]-,4,2.0
GNN,0,680,227.76354087129943,230.2,[M-H]-,4,2.0
GNN,0,681,227.76354087129943,233.8,[M-H]-,4,2.0
GNN,0,682,252.25796444728218,254.5,[M-H]-,4,2.0
GNN,0,683,249.31076741642596,251.6,[M-H]-,4,2.0
GNN,0,684,255.60383113355036,259.0,[M-H]-,4,2.0
GNN,0,685,259.63170064746583,260.9,[M+CH3COO]-,0,2.0
GNN,0,686,260.702551283786,264.5,[M-H]-,4,2.0
GNN,0,687,276.6337975390551,280.6,[M-H]-,4,2.0
GNN,0,688,262.3807617779098,263.1,[M-H]-,4,2.0
GNN,0,689,201.51538794002295,201.2,[M-H]-,4,2.0
GNN,0,690,199.15952444554375,198.2,[M-H]-,4,2.0
GNN,0,691,205.9808307173002,205.0,[M-H]-,4,2.0
GNN,0,692,207.4490366492944,202.0,[M-H]-,4,2.0
GNN,0,693,207.4490366492944,213.4,[M-H]-,4,2.0
GNN,0,694,207.66291565087715,207.1,[M-H]-,4,2.0
GNN,0,695,209.05550827237462,206.5,[M-H]-,4,2.0
GNN,0,696,211.4859332233207,211.0,[M-H]-,4,2.0
GNN,0,697,262.0048094436314,263.9,[M+CH3COO]-,0,2.0
GNN,0,698,284.95927765908834,286.6,[M-CH3]-,3,2.0
GNN,0,699,232.49512181668797,231.7,[M-H]-,4,2.0
GNN,0,700,243.4991590439503,243.6,[M+CH3COO]-,0,2.0
GNN,0,701,246.5062919873135,246.4,[M+CH3COO]-,0,2.0
GNN,0,702,246.5062919873135,247.0,[M+CH3COO]-,0,2.0
GNN,0,703,246.36675355541092,244.7,[M+CH3COO]-,0,2.0
GNN,0,704,246.36675355541092,249.4,[M+CH3COO]-,0,2.0
GNN,0,705,252.39782179146903,250.4,[M+CH3COO]-,0,2.0
GNN,0,706,253.15107812866276,252.6,[M+CH3COO]-,0,2.0
GNN,0,707,253.15107812866276,253.2,[M+CH3COO]-,0,2.0
GNN,0,708,258.3695120065873,252.1,[M+CH3COO]-,0,2.0
GNN,0,709,258.3695120065873,260.8,[M+CH3COO]-,0,2.0
GNN,0,710,258.3695120065873,256.7,[M+CH3COO]-,0,2.0
GNN,0,711,258.3695120065873,266.1,[M+CH3COO]-,0,2.0
GNN,0,712,246.9797720357924,247.5,[M+HCOO]-,1,2.0
GNN,0,713,246.9797720357924,243.4,[M+HCOO]-,1,2.0
GNN,0,714,246.9797720357924,248.7,[M+HCOO]-,1,2.0
GNN,0,715,264.7171931167537,265.4,[M+CH3COO]-,0,2.0
GNN,0,716,256.2175066762683,248.5,[M+HCOO]-,1,2.0
GNN,0,717,249.98580990508106,250.3,[M+HCOO]-,1,2.0
GNN,0,718,269.41926870972605,271.2,[M+HCOO]-,1,2.0
GNN,0,719,275.23991263687736,276.0,[M+CH3COO]-,0,2.0
GNN,0,720,272.2103392461557,276.1,[M+HCOO]-,1,2.0
GNN,0,721,278.2393296417136,279.5,[M+HCOO]-,1,2.0
GNN,0,722,277.3247263473212,280.9,[M+CH3COO]-,0,2.0
GNN,0,723,279.1888121395969,277.6,[M+HCOO]-,1,2.0
GNN,0,724,279.1888121395969,282.3,[M+HCOO]-,1,2.0
GNN,0,725,286.70965591727673,287.9,[M+CH3COO]-,0,2.0
GNN,0,726,284.3432618863071,284.5,[M+HCOO]-,1,2.0
GNN,0,727,268.0349491575407,266.2,[M-H]-,4,2.0
GNN,0,728,282.21639564372504,284.5,[M+HCOO]-,1,2.0
GNN,0,729,289.74373144726735,291.9,[M+CH3COO]-,0,2.0
GNN,0,730,289.74373144726735,292.5,[M+CH3COO]-,0,2.0
GNN,0,731,285.57963318779514,283.8,[M+HCOO]-,1,2.0
GNN,0,732,285.57963318779514,287.3,[M+HCOO]-,1,2.0
GNN,0,733,285.57963318779514,287.9,[M+HCOO]-,1,2.0
GNN,0,734,285.57963318779514,288.5,[M+HCOO]-,1,2.0
GNN,0,735,283.8473207993394,280.9,[M+HCOO]-,1,2.0
GNN,0,736,283.1011027690218,284.7,[M+HCOO]-,1,2.0
GNN,0,737,283.1011027690218,286.2,[M+HCOO]-,1,2.0
GNN,0,738,288.4905765599643,290.1,[M+HCOO]-,1,2.0
GNN,0,739,288.4905765599643,290.7,[M+HCOO]-,1,2.0
GNN,0,740,266.1342288273224,265.0,[M-CH3]-,3,2.0
GNN,0,741,285.70569851842697,285.4,[M+CH3COO]-,0,2.0
GNN,0,742,287.7309492077455,289.0,[M+HCOO]-,1,2.0
GNN,0,743,287.7309492077455,290.2,[M+HCOO]-,1,2.0
GNN,0,744,269.5141694117514,266.3,[M-H]-,4,2.0
GNN,0,745,269.5141694117514,271.9,[M-H]-,4,2.0
GNN,0,746,286.2624904531618,286.4,[M+HCOO]-,1,2.0
GNN,0,747,286.2624904531618,288.4,[M+HCOO]-,1,2.0
GNN,0,748,269.7185737998085,270.7,[M-H]-,4,2.0
GNN,0,749,291.60604698031744,287.7,[M+HCOO]-,1,2.0
GNN,0,750,291.60604698031744,293.0,[M+HCOO]-,1,2.0
GNN,0,751,291.60604698031744,293.5,[M+HCOO]-,1,2.0
GNN,0,752,291.60604698031744,294.1,[M+HCOO]-,1,2.0
GNN,0,753,280.43054531869586,283.4,[M-H]-,4,2.0
GNN,0,754,288.72312909834307,286.0,[M+HCOO]-,1,2.0
GNN,0,755,288.72312909834307,291.8,[M+HCOO]-,1,2.0
GNN,0,756,288.72312909834307,292.1,[M+HCOO]-,1,2.0
GNN,0,757,270.7735831801524,268.3,[M-H]-,4,2.0
GNN,0,758,283.7978700858588,284.8,[M+CH3COO]-,0,2.0
GNN,0,759,287.48125175116195,284.3,[M+HCOO]-,1,2.0
GNN,0,760,287.48125175116195,290.7,[M+HCOO]-,1,2.0
GNN,0,761,287.48125175116195,291.2,[M+HCOO]-,1,2.0
GNN,0,762,286.0708957336295,284.0,[M+HCOO]-,1,2.0
GNN,0,763,286.0708957336295,288.3,[M+HCOO]-,1,2.0
GNN,0,764,286.0708957336295,289.5,[M+HCOO]-,1,2.0
GNN,0,765,276.01209814468814,277.6,[M-CH3]-,3,2.0
GNN,0,766,283.64510748207823,281.0,[M-H]-,4,2.0
GNN,0,767,283.64510748207823,287.4,[M-H]-,4,2.0
GNN,0,768,290.5664763795544,297.7,[M+CH3COO]-,0,2.0
GNN,0,769,293.81677800701516,288.8,[M+HCOO]-,1,2.0
GNN,0,770,293.81677800701516,294.0,[M+HCOO]-,1,2.0
GNN,0,771,293.81677800701516,294.6,[M+HCOO]-,1,2.0
GNN,0,772,293.81677800701516,301.6,[M+HCOO]-,1,2.0
GNN,0,773,289.70001651567924,287.1,[M+HCOO]-,1,2.0
GNN,0,774,289.70001651567924,294.1,[M+HCOO]-,1,2.0
GNN,0,775,277.3025171598945,276.3,[M-H]-,4,2.0
GNN,0,776,277.3025171598945,278.7,[M-H]-,4,2.0
GNN,0,777,289.031905343676,286.5,[M+HCOO]-,1,2.0
GNN,0,778,289.031905343676,291.7,[M+HCOO]-,1,2.0
GNN,0,779,269.71608589077994,267.1,[M-CH3]-,3,2.0
GNN,0,780,279.3060223551274,272.3,[M-H]-,4,2.0
GNN,0,781,296.8797715294858,299.1,[M+CH3COO]-,0,2.0
GNN,0,782,295.6018137001271,293.4,[M+HCOO]-,1,2.0
GNN,0,783,295.6018137001271,299.2,[M+HCOO]-,1,2.0
GNN,0,784,293.12843184626564,293.3,[M+CH3COO]-,0,2.0
GNN,0,785,292.37183572651367,291.1,[M+HCOO]-,1,2.0
GNN,0,786,292.37183572651367,291.6,[M+HCOO]-,1,2.0
GNN,0,787,291.7999318794139,289.9,[M+HCOO]-,1,2.0
GNN,0,788,291.7999318794139,296.9,[M+HCOO]-,1,2.0
GNN,0,789,272.0762136928872,270.5,[M-CH3]-,3,2.0
GNN,0,790,274.8049863678625,273.3,[M-H]-,4,2.0
GNN,0,791,290.6929472525014,289.3,[M+HCOO]-,1,2.0
GNN,0,792,290.6929472525014,289.0,[M+HCOO]-,1,2.0
GNN,0,793,290.6929472525014,288.8,[M+HCOO]-,1,2.0
GNN,0,794,290.6929472525014,295.1,[M+HCOO]-,1,2.0
GNN,0,795,276.60445868699657,272.8,[M-H]-,4,2.0
GNN,0,796,276.60445868699657,278.6,[M-H]-,4,2.0
GNN,0,797,289.5403095437271,290.4,[M+CH3COO]-,0,2.0
GNN,0,798,289.5403095437271,288.1,[M+CH3COO]-,0,2.0
GNN,0,799,289.5403095437271,292.7,[M+CH3COO]-,0,2.0
GNN,0,800,289.21351411816966,287.6,[M+HCOO]-,1,2.0
GNN,0,801,289.21351411816966,287.0,[M+HCOO]-,1,2.0
GNN,0,802,289.21351411816966,293.4,[M+HCOO]-,1,2.0
GNN,0,803,271.65111237304495,274.0,[M-CH3]-,3,2.0
GNN,0,804,290.53729772432615,292.8,[M+HCOO]-,1,2.0
GNN,0,805,272.8592290049718,269.9,[M-H]-,4,2.0
GNN,0,806,296.2613203962221,294.5,[M+HCOO]-,1,2.0
GNN,0,807,296.2613203962221,300.8,[M+HCOO]-,1,2.0
GNN,0,808,280.64164627239194,280.9,[M-CH3]-,3,2.0
GNN,0,809,279.61409505605445,279.1,[M-H]-,4,2.0
GNN,0,810,293.80467786335373,293.3,[M+HCOO]-,1,2.0
GNN,0,811,293.80467786335373,298.5,[M+HCOO]-,1,2.0
GNN,0,812,275.7099187938231,274.5,[M-CH3]-,3,2.0
GNN,0,813,292.8900064401845,291.6,[M+HCOO]-,1,2.0
GNN,0,814,292.8900064401845,296.8,[M+HCOO]-,1,2.0
GNN,0,815,283.3678796054753,294.2,[M-H]-,4,2.0
GNN,0,816,283.3678796054753,276.8,[M-H]-,4,2.0
GNN,0,817,283.3678796054753,282.6,[M-H]-,4,2.0
GNN,0,818,293.1331774145495,289.3,[M+HCOO]-,1,2.0
GNN,0,819,293.1331774145495,296.2,[M+HCOO]-,1,2.0
GNN,0,820,293.1331774145495,296.8,[M+HCOO]-,1,2.0
GNN,0,821,275.78396541413525,276.9,[M-CH3]-,3,2.0
GNN,0,822,278.17675778463354,275.6,[M-H]-,4,2.0
GNN,0,823,278.17675778463354,285.5,[M-H]-,4,2.0
GNN,0,824,293.14066738987714,295.7,[M+HCOO]-,1,2.0
GNN,0,825,274.6262607374819,275.1,[M-CH3]-,3,2.0
GNN,0,826,301.13511546219047,298.4,[M+HCOO]-,1,2.0
GNN,0,827,301.13511546219047,304.8,[M+HCOO]-,1,2.0
GNN,0,828,299.5039600665649,297.3,[M+HCOO]-,1,2.0
GNN,0,829,299.5039600665649,303.1,[M+HCOO]-,1,2.0
GNN,0,830,299.5039600665649,304.8,[M+HCOO]-,1,2.0
GNN,0,831,297.7785654216777,296.1,[M+HCOO]-,1,2.0
GNN,0,832,297.7785654216777,295.8,[M+HCOO]-,1,2.0
GNN,0,833,297.7785654216777,295.5,[M+HCOO]-,1,2.0
GNN,0,834,297.7785654216777,301.9,[M+HCOO]-,1,2.0
GNN,0,835,297.7785654216777,302.5,[M+HCOO]-,1,2.0
GNN,0,836,297.1778860576639,294.4,[M+HCOO]-,1,2.0
GNN,0,837,297.1778860576639,300.2,[M+HCOO]-,1,2.0
GNN,0,838,297.1778860576639,300.8,[M+HCOO]-,1,2.0
GNN,0,839,278.1075326684705,276.2,[M-CH3]-,3,2.0
GNN,0,840,280.9978715271139,279.6,[M-H]-,4,2.0
GNN,0,841,295.48236872624346,293.8,[M+HCOO]-,1,2.0
GNN,0,842,295.48236872624346,293.2,[M+HCOO]-,1,2.0
GNN,0,843,295.48236872624346,292.7,[M+HCOO]-,1,2.0
GNN,0,844,295.48236872624346,298.5,[M+HCOO]-,1,2.0
GNN,0,845,295.48236872624346,299.1,[M+HCOO]-,1,2.0
GNN,0,846,295.48236872624346,299.6,[M+HCOO]-,1,2.0
GNN,0,847,277.1415715005858,275.6,[M-CH3]-,3,2.0
GNN,0,848,277.1415715005858,275.0,[M-CH3]-,3,2.0
GNN,0,849,293.9986055773924,291.5,[M+HCOO]-,1,2.0
GNN,0,850,293.9986055773924,290.9,[M+HCOO]-,1,2.0
GNN,0,851,293.9986055773924,296.7,[M+HCOO]-,1,2.0
GNN,0,852,293.9986055773924,297.3,[M+HCOO]-,1,2.0
GNN,0,853,293.9986055773924,297.9,[M+HCOO]-,1,2.0
GNN,0,854,281.0445935635246,283.8,[M-CH3]-,3,2.0
GNN,0,855,278.42508256436855,277.9,[M-H]-,4,2.0
GNN,0,856,278.42508256436855,277.3,[M-H]-,4,2.0
GNN,0,857,278.42508256436855,278.4,[M-H]-,4,2.0
GNN,0,858,292.4876953989666,291.5,[M+HCOO]-,1,2.0
GNN,0,859,292.4876953989666,290.4,[M+HCOO]-,1,2.0
GNN,0,860,292.4876953989666,289.8,[M+HCOO]-,1,2.0
GNN,0,861,292.4876953989666,295.6,[M+HCOO]-,1,2.0
GNN,0,862,292.4876953989666,297.0,[M+HCOO]-,1,2.0
GNN,0,863,301.3447659711496,299.5,[M+HCOO]-,1,2.0
GNN,0,864,285.9634930831194,287.7,[M-CH3]-,3,2.0
GNN,0,865,300.2390420020937,299.0,[M+HCOO]-,1,2.0
GNN,0,866,300.2390420020937,304.8,[M+HCOO]-,1,2.0
GNN,0,867,298.06292400583663,296.7,[M+HCOO]-,1,2.0
GNN,0,868,298.06292400583663,297.2,[M+HCOO]-,1,2.0
GNN,0,869,298.06292400583663,303.0,[M+HCOO]-,1,2.0
GNN,0,870,287.11942641215194,288.2,[M-H]-,4,2.0
GNN,0,871,297.35665999862414,294.9,[M+HCOO]-,1,2.0
GNN,0,872,297.35665999862414,300.1,[M+HCOO]-,1,2.0
GNN,0,873,280.48408234324387,283.1,[M-CH3]-,3,2.0
GNN,0,874,281.5023904029076,280.7,[M-H]-,4,2.0
GNN,0,875,296.0752398905498,294.4,[M+HCOO]-,1,2.0
GNN,0,876,296.0752398905498,298.4,[M+HCOO]-,1,2.0
GNN,0,877,296.0752398905498,299.6,[M+HCOO]-,1,2.0
GNN,0,878,304.8112775702982,302.3,[M+HCOO]-,1,2.0
